down,plays,success_rate,avg_epa,avg_yards
1.0,15321,0.4254291495333203,-0.00017571665766988393,5.635794008224006
2.0,11617,0.45467848842214,0.03421800248151539,5.527761039855385
3.0,7149,0.4315288851587635,-0.03377879812572717,5.400195831584837
4.0,815,0.5668711656441717,0.2804196120001803,4.791411042944786
