play_id,game_id,season,season_type,week,game_date,home_team,away_team,posteam,defteam,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,yards_gained,epa,success,shotgun,no_huddle,goal_to_go,distance_bucket,field_zone,red_zone,score_state,late_down,short_yardage
61,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,70.0,1,900.0,1800.0,3600.0,0.0,3.0,3.0,run,3.0,-0.200602158438414,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
83,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,7,67.0,1,867.0,1767.0,3567.0,0.0,3.0,3.0,pass,22.0,2.02887390041724,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
108,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,45.0,1,823.0,1723.0,3523.0,0.0,3.0,3.0,pass,9.0,0.754242303897627,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
133,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,1,36.0,1,782.0,1682.0,3482.0,0.0,3.0,3.0,run,2.0,-0.0296019295929,0,0,0,0,Short (1-3),Plus Territory,0,Within 7 points,0,1
155,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,34.0,1,746.0,1646.0,3446.0,0.0,3.0,3.0,run,2.0,-0.2477488379227,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
177,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,8,32.0,1,711.0,1611.0,3411.0,0.0,3.0,3.0,run,2.0,-0.530138513073325,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
199,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,6,30.0,1,668.0,1568.0,3368.0,0.0,3.0,3.0,pass,8.0,1.68080025457311,1,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
224,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,22.0,1,632.0,1532.0,3332.0,0.0,3.0,3.0,pass,0.0,-0.467625330435112,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
265,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,10,22.0,1,628.0,1528.0,3328.0,0.0,3.0,3.0,run,-3.0,-1.28108894452453,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
287,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,13,25.0,1,588.0,1488.0,3288.0,0.0,3.0,3.0,run,6.0,2.37708547827788,1,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,1,0
320,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,9,9.0,1,555.0,1455.0,3255.0,0.0,3.0,3.0,run,4.0,0.168504898319952,1,1,0,1,Long (7-10),Red Zone,1,Within 7 points,0,0
347,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,5,5.0,1,514.0,1414.0,3214.0,0.0,3.0,3.0,pass,0.0,-0.98544760083314,0,1,0,1,Medium (4-6),Red Zone,1,Within 7 points,0,0
381,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,5,5.0,1,474.0,1374.0,3174.0,0.0,3.0,3.0,pass,5.0,2.70470495638438,1,1,0,1,Medium (4-6),Red Zone,1,Within 7 points,1,0
457,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,45.0,1,459.0,1359.0,3159.0,-7.0,3.0,3.0,run,9.0,0.64881838823203,1,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
479,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,1,36.0,1,418.0,1318.0,3118.0,-7.0,3.0,3.0,run,3.0,0.039457680657506,1,0,0,0,Short (1-3),Plus Territory,0,Within 7 points,0,1
503,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,33.0,1,375.0,1275.0,3075.0,-7.0,3.0,3.0,pass,14.0,0.913284026202746,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
528,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,19.0,1,333.0,1233.0,3033.0,-7.0,3.0,3.0,pass,-10.0,-6.04464965686202,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
565,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,71.0,1,324.0,1224.0,3024.0,7.0,3.0,3.0,run,4.0,-0.127208610065281,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
587,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,6,67.0,1,286.0,1186.0,2986.0,7.0,3.0,3.0,pass,2.0,-0.547627533320338,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
622,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,4,65.0,1,251.0,1151.0,2951.0,7.0,3.0,3.0,pass,24.0,2.66491455235519,1,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
652,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,41.0,1,207.0,1107.0,2907.0,7.0,3.0,3.0,pass,6.0,0.213528060005046,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
677,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,4,35.0,1,164.0,1064.0,2864.0,7.0,3.0,3.0,pass,7.0,0.688560766051523,1,0,0,0,Medium (4-6),Plus Territory,0,Within 7 points,0,0
707,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,28.0,1,127.0,1027.0,2827.0,7.0,3.0,3.0,run,11.0,0.716792834107764,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
734,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,17.0,1,88.0,988.0,2788.0,7.0,3.0,3.0,pass,3.0,-0.230540831573308,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
759,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,7,14.0,1,49.0,949.0,2749.0,7.0,3.0,3.0,run,1.0,-0.652270698104985,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
781,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,6,13.0,1,8.0,908.0,2708.0,7.0,3.0,3.0,pass,2.0,-1.02109916444991,0,1,0,0,Medium (4-6),Red Zone,1,Within 7 points,1,0
902,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,64.0,2,894.0,894.0,2694.0,-10.0,3.0,3.0,run,15.0,0.816008602734655,1,0,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
924,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,49.0,2,862.0,862.0,2662.0,-10.0,3.0,3.0,run,5.0,-0.0229389243759215,0,0,1,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
946,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,5,44.0,2,825.0,825.0,2625.0,-10.0,3.0,3.0,pass,23.0,1.87011055147741,1,1,0,0,Medium (4-6),Plus Territory,0,Trailing by 8+,0,0
971,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,21.0,2,796.0,796.0,2596.0,-10.0,3.0,3.0,run,9.0,0.697903182241134,1,0,1,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
993,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,1,12.0,2,755.0,755.0,2555.0,-10.0,3.0,3.0,run,4.0,0.063546137243975,1,0,0,0,Short (1-3),Red Zone,1,Trailing by 8+,0,1
1015,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,8,8.0,2,716.0,716.0,2516.0,-10.0,3.0,3.0,run,4.0,0.130477478087414,1,0,0,1,Long (7-10),Red Zone,1,Trailing by 8+,0,0
1037,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,4,4.0,2,675.0,675.0,2475.0,-10.0,3.0,3.0,run,0.0,-1.00880465097725,0,0,0,1,Medium (4-6),Red Zone,1,Trailing by 8+,0,0
1093,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,19,19.0,2,631.0,631.0,2431.0,-10.0,3.0,3.0,pass,0.0,-0.477471196010757,0,1,0,1,Very Long (11+),Red Zone,1,Trailing by 8+,1,0
1170,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,71.0,2,582.0,582.0,2382.0,7.0,3.0,3.0,pass,5.0,-0.0886164698749781,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1195,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,5,66.0,2,542.0,542.0,2342.0,7.0,3.0,3.0,run,6.0,0.670420314418152,1,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
1217,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,60.0,2,505.0,505.0,2305.0,7.0,3.0,3.0,pass,0.0,-0.414683443494141,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1244,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,10,60.0,2,499.0,499.0,2299.0,7.0,3.0,3.0,pass,4.0,-0.207020404981449,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1269,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,6,56.0,2,459.0,459.0,2259.0,7.0,3.0,3.0,run,12.0,1.69078098493628,1,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
1296,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,44.0,2,425.0,425.0,2225.0,7.0,3.0,3.0,pass,5.0,0.189209813950583,1,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1326,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,5,39.0,2,384.0,384.0,2184.0,7.0,3.0,3.0,pass,0.0,-0.694935981882736,0,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,0,0
1349,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,5,39.0,2,376.0,376.0,2176.0,7.0,3.0,3.0,pass,14.0,1.71018282312434,1,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
1374,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,25.0,2,338.0,338.0,2138.0,7.0,3.0,3.0,run,4.0,-0.124969534634147,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1396,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,6,21.0,2,293.0,293.0,2093.0,7.0,3.0,3.0,pass,8.0,0.886402877920773,1,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,0,0
1429,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,13.0,2,249.0,249.0,2049.0,7.0,3.0,3.0,run,3.0,-0.384524157270789,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
1451,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,7,10.0,2,205.0,205.0,2005.0,7.0,3.0,3.0,pass,7.0,1.46074030312593,1,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
1476,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,3,3.0,2,164.0,164.0,1964.0,7.0,3.0,3.0,run,3.0,1.03596623198246,1,1,0,1,Short (1-3),Red Zone,1,Within 7 points,0,1
1568,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,15,75.0,2,160.0,160.0,1960.0,-14.0,3.0,3.0,run,6.0,0.111170350341126,1,0,0,0,Very Long (11+),Own Territory,0,Trailing by 8+,0,0
1590,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,9,69.0,2,120.0,120.0,1920.0,-14.0,3.0,3.0,pass,8.0,0.451450948370621,1,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
1646,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,6,66.0,2,83.0,83.0,1883.0,-14.0,3.0,3.0,pass,19.0,1.89343778218608,1,1,0,0,Medium (4-6),Own Territory,0,Trailing by 8+,1,0
1695,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,15,52.0,2,55.0,55.0,1855.0,-14.0,2.0,3.0,run,6.0,0.567122972977813,1,1,0,0,Very Long (11+),Own Territory,0,Trailing by 8+,0,0
1766,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,26.0,2,38.0,38.0,1838.0,-14.0,2.0,3.0,pass,12.0,1.02953395919758,1,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
1796,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,14.0,2,32.0,32.0,1832.0,-14.0,2.0,3.0,run,7.0,0.309518076857785,1,1,0,0,Long (7-10),Red Zone,1,Trailing by 8+,0,0
1818,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,3,7.0,2,25.0,25.0,1825.0,-14.0,1.0,3.0,run,7.0,2.16006812674459,1,1,0,0,Short (1-3),Red Zone,1,Trailing by 8+,0,1
1967,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,60.0,3,900.0,1800.0,1800.0,-7.0,3.0,3.0,run,1.0,-0.822719354182482,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1989,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,19,69.0,3,878.0,1778.0,1778.0,-7.0,3.0,3.0,pass,4.0,-0.394552198704332,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
2030,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,15,65.0,3,836.0,1736.0,1736.0,-7.0,3.0,3.0,pass,4.0,-0.366703710984439,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
2060,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,11,61.0,3,803.0,1703.0,1703.0,-7.0,3.0,3.0,pass,25.0,3.12902289966587,1,1,1,0,Very Long (11+),Own Territory,0,Within 7 points,1,0
2089,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,36.0,3,761.0,1661.0,1661.0,-7.0,3.0,3.0,run,-2.0,-1.08648546633776,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2111,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,12,38.0,3,719.0,1619.0,1619.0,-7.0,3.0,3.0,pass,14.0,1.89250474085566,1,0,0,0,Very Long (11+),Plus Territory,0,Within 7 points,0,0
2145,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,24.0,3,679.0,1579.0,1579.0,-7.0,3.0,3.0,run,13.0,0.530069595668465,1,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2167,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,11.0,3,638.0,1538.0,1538.0,-7.0,3.0,3.0,run,0.0,-0.476553388522007,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
2189,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,10,11.0,3,598.0,1498.0,1498.0,-7.0,3.0,3.0,pass,0.0,-0.784664166043513,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
2216,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,10,11.0,3,595.0,1495.0,1495.0,-7.0,3.0,3.0,pass,11.0,2.97979727049824,1,1,0,0,Long (7-10),Red Zone,1,Within 7 points,1,0
2291,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,70.0,3,591.0,1491.0,1491.0,0.0,3.0,3.0,run,2.0,-0.362471924629062,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2318,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,8,68.0,3,560.0,1460.0,1460.0,0.0,3.0,3.0,run,2.0,-0.516522000543773,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2340,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,6,66.0,3,521.0,1421.0,1421.0,0.0,3.0,3.0,pass,-8.0,-2.12088126223534,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
2386,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,69.0,3,473.0,1373.0,1373.0,0.0,3.0,3.0,pass,3.0,-0.285451837116852,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2423,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,7,66.0,3,434.0,1334.0,1334.0,0.0,3.0,3.0,run,0.0,-0.77065972564742,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2445,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,7,66.0,3,394.0,1294.0,1294.0,0.0,3.0,3.0,pass,0.0,-1.39396929647774,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,1,0
2494,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,79.0,3,376.0,1276.0,1276.0,0.0,3.0,3.0,pass,3.0,-0.346568402834237,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2527,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,7,76.0,3,332.0,1232.0,1232.0,0.0,3.0,3.0,pass,-3.0,-4.92713636835106,0,1,1,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2561,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,21.0,3,325.0,1225.0,1225.0,0.0,3.0,3.0,run,1.0,-0.492742058704607,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2583,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,9,20.0,3,288.0,1188.0,1188.0,0.0,3.0,3.0,pass,7.0,0.395454567798879,1,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
2608,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,2,13.0,3,245.0,1145.0,1145.0,0.0,3.0,3.0,run,1.0,-0.81651808595052,0,0,0,0,Short (1-3),Red Zone,1,Within 7 points,1,1
2632,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,4.0,1,12.0,3,204.0,1104.0,1104.0,0.0,3.0,3.0,run,1.0,1.34371746890247,1,0,0,0,Short (1-3),Red Zone,1,Within 7 points,1,1
2654,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,11.0,3,163.0,1063.0,1063.0,0.0,3.0,3.0,pass,11.0,1.76154441630933,1,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
2727,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,70.0,3,157.0,1057.0,1057.0,-7.0,3.0,3.0,run,3.0,-0.238922879565507,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2749,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,7,67.0,3,119.0,1019.0,1019.0,-7.0,3.0,3.0,pass,0.0,-0.751263102050871,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2776,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,7,67.0,3,113.0,1013.0,1013.0,-7.0,3.0,3.0,run,29.0,3.15827351156622,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,1,0
2808,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,38.0,3,71.0,971.0,971.0,-7.0,3.0,3.0,run,20.0,1.39807877910789,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2830,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,18.0,3,28.0,928.0,928.0,-7.0,3.0,3.0,run,4.0,-0.162869628984481,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
2877,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,6,14.0,4,900.0,900.0,900.0,-7.0,3.0,3.0,run,2.0,-0.39998642122373,0,1,0,0,Medium (4-6),Red Zone,1,Within 7 points,0,0
2899,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,3.0,4,12.0,4,858.0,858.0,858.0,-7.0,3.0,3.0,run,0.0,-1.32562266652767,0,1,0,0,Medium (4-6),Red Zone,1,Within 7 points,1,0
2979,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,70.0,4,812.0,812.0,812.0,4.0,3.0,3.0,run,6.0,0.295888797845691,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3001,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,4,64.0,4,771.0,771.0,771.0,4.0,3.0,3.0,pass,19.0,1.1874085823074,1,0,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
3030,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,45.0,4,731.0,731.0,731.0,4.0,3.0,3.0,run,1.0,-0.504330722615123,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
3052,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,9,44.0,4,687.0,687.0,687.0,4.0,3.0,3.0,pass,0.0,-0.819686914794147,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
3099,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,14,49.0,4,681.0,681.0,681.0,4.0,3.0,3.0,pass,12.0,0.223311066394672,1,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,1,0
3124,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,4.0,2,37.0,4,643.0,643.0,643.0,4.0,3.0,3.0,run,5.0,2.45388975122478,1,1,0,0,Short (1-3),Plus Territory,0,Within 7 points,1,1
3151,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,32.0,4,600.0,600.0,600.0,4.0,2.0,3.0,run,-2.0,-0.933668314595707,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
3182,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,12,34.0,4,558.0,558.0,558.0,4.0,2.0,3.0,pass,28.0,2.77375944174128,1,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,0,0
3207,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,6,6.0,4,535.0,535.0,535.0,4.0,2.0,3.0,pass,0.0,-0.535556787974201,0,1,1,1,Medium (4-6),Red Zone,1,Within 7 points,0,0
3230,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,6,6.0,4,531.0,531.0,531.0,4.0,2.0,3.0,run,6.0,2.03861236741068,1,1,0,1,Medium (4-6),Red Zone,1,Within 7 points,0,0
3345,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,70.0,4,511.0,511.0,511.0,3.0,2.0,3.0,run,9.0,0.881010116543621,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3367,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,1,61.0,4,466.0,466.0,466.0,3.0,2.0,3.0,run,3.0,-1.10371581558138,0,0,0,0,Short (1-3),Own Territory,0,Within 7 points,0,1
3426,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,8,68.0,4,449.0,449.0,449.0,3.0,2.0,3.0,pass,11.0,1.07135608582757,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3451,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,1.0,10,57.0,4,414.0,414.0,414.0,3.0,2.0,3.0,run,-3.0,-1.02053461875767,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3473,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,2.0,13,60.0,4,374.0,374.0,374.0,3.0,2.0,3.0,pass,7.0,0.0948272440582514,1,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
3498,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,BUF,ARI,3.0,6,53.0,4,332.0,332.0,332.0,3.0,2.0,3.0,pass,0.0,-1.4029997268226,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
3541,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,1.0,10,81.0,4,317.0,317.0,317.0,-3.0,3.0,2.0,pass,0.0,-0.483065778855234,0,1,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
3581,2024_01_ARI_BUF,2024,REG,1,2024-09-08,BUF,ARI,ARI,BUF,2.0,10,81.0,4,313.0,313.0,313.0,-3.0,3.0,2.0,pass,0.0,-0.586620492860675,0,1,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
