play_id,game_id,season,season_type,week,game_date,home_team,away_team,posteam,defteam,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,score_differential,posteam_timeouts_remaining,defteam_timeouts_remaining,play_type,yards_gained,epa,success,shotgun,no_huddle,goal_to_go,distance_bucket,field_zone,red_zone,score_state,late_down,short_yardage
1616,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,8,12.0,2,618.0,618.0,2418.0,-7.0,3.0,3.0,pass,1.0,-0.643454978358932,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
1641,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,7,11.0,2,580.0,580.0,2380.0,-7.0,3.0,3.0,pass,0.0,-1.14191728755734,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,1,0
1716,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,72.0,2,535.0,535.0,2335.0,4.0,3.0,3.0,pass,0.0,-0.57898251246661,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1739,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,10,72.0,2,530.0,530.0,2330.0,4.0,3.0,3.0,pass,0.0,-5.94290208339226,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1766,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,10.0,2,521.0,521.0,2321.0,-4.0,3.0,3.0,pass,10.0,1.84962832753081,1,1,0,1,Long (7-10),Red Zone,1,Within 7 points,0,0
1838,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,76.0,2,510.0,510.0,2310.0,-3.0,3.0,3.0,run,2.0,-0.857916113454849,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
1871,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,18,84.0,2,492.0,492.0,2292.0,-3.0,3.0,3.0,pass,5.0,-0.162605419754982,0,1,0,0,Very Long (11+),Backed Up,0,Within 7 points,0,0
1896,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,13,79.0,2,449.0,449.0,2249.0,-3.0,3.0,3.0,pass,39.0,3.27070622099564,1,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
1926,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,40.0,2,427.0,427.0,2227.0,-3.0,3.0,3.0,run,-2.0,-0.995298845227808,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
1948,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,12,42.0,2,388.0,388.0,2188.0,-3.0,3.0,3.0,pass,6.0,0.204737784573808,1,1,0,0,Very Long (11+),Plus Territory,0,Within 7 points,0,0
1973,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,6,36.0,2,348.0,348.0,2148.0,-3.0,3.0,3.0,pass,36.0,4.41820915066637,1,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
2047,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,70.0,2,339.0,339.0,2139.0,-4.0,3.0,3.0,run,5.0,-0.109510810114443,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2069,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,5,65.0,2,305.0,305.0,2105.0,-4.0,3.0,3.0,pass,0.0,-0.766015874221921,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
2092,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,5,65.0,2,301.0,301.0,2101.0,-4.0,3.0,3.0,pass,14.0,1.99926721432712,1,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
2122,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,51.0,2,277.0,277.0,2077.0,-4.0,3.0,3.0,run,3.0,-0.359222901868634,0,0,1,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2144,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,7,48.0,2,241.0,241.0,2041.0,-4.0,3.0,3.0,pass,41.0,3.24538011633558,1,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2172,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,7,7.0,2,205.0,205.0,2005.0,-4.0,3.0,3.0,run,3.0,0.0317459646030329,1,0,0,1,Long (7-10),Red Zone,1,Within 7 points,0,0
2194,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,4,4.0,2,170.0,170.0,1970.0,-4.0,3.0,3.0,run,4.0,1.51178009610157,1,0,0,1,Medium (4-6),Red Zone,1,Within 7 points,0,0
2261,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,70.0,2,161.0,161.0,1961.0,-3.0,3.0,3.0,pass,0.0,-0.530452293111011,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2285,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,10,70.0,2,155.0,155.0,1955.0,-3.0,3.0,3.0,pass,6.0,0.0747861143900082,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2315,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,4,64.0,2,121.0,121.0,1921.0,-3.0,3.0,3.0,pass,21.0,1.79107357171597,1,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,1,0
2343,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,43.0,2,115.0,115.0,1915.0,-3.0,3.0,3.0,pass,0.0,-0.431540677323937,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2373,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,10,43.0,2,108.0,108.0,1908.0,-3.0,3.0,3.0,pass,0.0,-4.28216188581428,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2434,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,55.0,2,97.0,97.0,1897.0,3.0,3.0,3.0,run,7.0,0.27209316752851,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2456,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,3,48.0,2,74.0,74.0,1874.0,3.0,3.0,3.0,pass,3.0,0.266263864992652,1,1,1,0,Short (1-3),Plus Territory,0,Within 7 points,0,1
2486,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,45.0,2,71.0,71.0,1871.0,3.0,3.0,3.0,pass,0.0,-0.288769157894421,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2509,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,10,45.0,2,65.0,65.0,1865.0,3.0,3.0,3.0,pass,0.0,-0.393998093379196,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2532,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,10,45.0,2,59.0,59.0,1859.0,3.0,2.0,3.0,pass,0.0,-1.53383324149763,0,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,1,0
2582,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,90.0,2,46.0,46.0,1846.0,-3.0,3.0,2.0,run,9.0,0.142411040316802,1,1,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
2604,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,1,81.0,2,24.0,24.0,1824.0,-3.0,3.0,2.0,pass,5.0,0.0009992495179176,1,1,1,0,Short (1-3),Backed Up,0,Within 7 points,0,1
2684,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,5,71.0,2,14.0,14.0,1814.0,-3.0,2.0,2.0,pass,0.0,-0.046303570328746,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
2721,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,5,71.0,2,10.0,10.0,1810.0,-3.0,2.0,2.0,pass,7.0,-0.0044837340246886,0,1,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
2751,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,64.0,2,6.0,6.0,1806.0,-3.0,2.0,2.0,pass,17.0,-0.211688956129365,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2844,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,70.0,3,900.0,1800.0,1800.0,3.0,3.0,3.0,pass,11.0,0.582612562691793,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2869,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,59.0,3,867.0,1767.0,1767.0,3.0,3.0,3.0,run,1.0,-0.488670809194446,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2891,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,9,58.0,3,833.0,1733.0,1733.0,3.0,3.0,3.0,pass,0.0,-0.879792387364432,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
2914,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,9,58.0,3,827.0,1727.0,1727.0,3.0,3.0,3.0,pass,19.0,2.57305762404576,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,1,0
2939,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,39.0,3,794.0,1694.0,1694.0,3.0,3.0,3.0,pass,0.0,-0.580094028264284,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2962,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,10,39.0,3,790.0,1690.0,1690.0,3.0,3.0,3.0,run,4.0,-0.45493040070869,0,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
2984,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,6,35.0,3,749.0,1649.0,1649.0,3.0,3.0,3.0,pass,0.0,-2.83349061314948,0,1,0,0,Medium (4-6),Plus Territory,0,Within 7 points,1,0
3113,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,92.0,3,739.0,1639.0,1639.0,-3.0,3.0,3.0,pass,7.0,0.424604228464887,1,0,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
3146,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,3,85.0,3,703.0,1603.0,1603.0,-3.0,3.0,3.0,run,-1.0,-0.978644873015583,0,0,0,0,Short (1-3),Backed Up,0,Within 7 points,0,1
3175,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,4,86.0,3,661.0,1561.0,1561.0,-3.0,3.0,3.0,pass,0.0,-1.47430218057707,0,1,0,0,Medium (4-6),Backed Up,0,Within 7 points,1,0
3224,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,53.0,3,648.0,1548.0,1548.0,3.0,3.0,3.0,pass,-9.0,-1.54197452403605,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3352,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,19,62.0,3,609.0,1509.0,1509.0,3.0,3.0,3.0,pass,-3.0,-1.15016654785723,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,0,0
3381,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,22,65.0,3,569.0,1469.0,1469.0,3.0,3.0,3.0,run,9.0,-0.797762502450496,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,1,0
3423,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,92.0,3,518.0,1418.0,1418.0,-3.0,3.0,3.0,run,6.0,0.237862332258374,1,0,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
3452,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,4,86.0,3,482.0,1382.0,1382.0,-3.0,3.0,3.0,pass,5.0,0.502374096773565,1,0,0,0,Medium (4-6),Backed Up,0,Within 7 points,0,0
3482,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,81.0,3,445.0,1345.0,1345.0,-3.0,3.0,3.0,run,2.0,-0.528756343293935,0,0,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
3504,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,8,79.0,3,404.0,1304.0,1304.0,-3.0,3.0,3.0,run,9.0,1.28996455902234,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3526,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,70.0,3,362.0,1262.0,1262.0,-3.0,3.0,3.0,run,10.0,0.557969852117822,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3548,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,60.0,3,318.0,1218.0,1218.0,-3.0,3.0,3.0,run,5.0,0.118412729818374,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3570,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,5,55.0,3,277.0,1177.0,1177.0,-3.0,3.0,3.0,pass,55.0,4.96526362537406,1,0,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
3635,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,70.0,3,265.0,1165.0,1165.0,-4.0,3.0,3.0,pass,0.0,-0.593945988919586,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3658,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,10,70.0,3,260.0,1160.0,1160.0,-4.0,3.0,3.0,pass,2.0,-0.634795357938856,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3724,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,13,73.0,3,196.0,1096.0,1096.0,-4.0,3.0,3.0,pass,0.0,-1.2276671146974,0,1,0,0,Very Long (11+),Own Territory,0,Within 7 points,1,0
3773,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,67.0,3,183.0,1083.0,1083.0,4.0,3.0,3.0,run,9.0,0.78287605708465,1,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
3812,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,1,58.0,3,145.0,1045.0,1045.0,4.0,3.0,3.0,pass,-8.0,-2.08954978687689,0,0,0,0,Short (1-3),Own Territory,0,Within 7 points,0,1
3832,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,9,66.0,3,103.0,1003.0,1003.0,4.0,3.0,3.0,run,8.0,-0.268588056322187,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,1,0
3913,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,82.0,3,52.0,952.0,952.0,-4.0,3.0,3.0,run,6.0,0.0088246958330273,1,0,0,0,Long (7-10),Backed Up,0,Within 7 points,0,0
3935,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,4,76.0,3,19.0,919.0,919.0,-4.0,3.0,3.0,run,5.0,0.730889735743403,1,0,0,0,Medium (4-6),Own Territory,0,Within 7 points,0,0
3977,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,71.0,4,900.0,900.0,900.0,-4.0,3.0,3.0,pass,0.0,-3.91775570693426,0,0,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
4021,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,58.0,4,895.0,895.0,895.0,4.0,3.0,3.0,run,31.0,2.16616343345959,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
4054,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,27.0,4,851.0,851.0,851.0,4.0,3.0,3.0,run,18.0,1.76670189574361,1,0,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
4092,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,4,4.0,4,831.0,831.0,831.0,4.0,3.0,2.0,run,1.0,-0.213831546134315,0,0,0,1,Medium (4-6),Red Zone,1,Within 7 points,0,0
4163,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,13,13.0,4,787.0,787.0,787.0,4.0,3.0,2.0,run,5.0,-0.184554045787081,0,1,0,1,Very Long (11+),Red Zone,1,Within 7 points,0,0
4190,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,8,8.0,4,760.0,760.0,760.0,4.0,3.0,2.0,pass,8.0,2.89316120184958,1,1,0,1,Long (7-10),Red Zone,1,Within 7 points,1,0
4264,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,71.0,4,749.0,749.0,749.0,-10.0,2.0,3.0,pass,-5.0,-1.44046317925677,0,0,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4287,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,15,76.0,4,718.0,718.0,718.0,-10.0,2.0,3.0,pass,0.0,-0.906627024523914,0,1,0,0,Very Long (11+),Own Territory,0,Trailing by 8+,0,0
4310,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,15,76.0,4,714.0,714.0,714.0,-10.0,2.0,3.0,pass,0.0,-1.05589882587083,0,1,0,0,Very Long (11+),Own Territory,0,Trailing by 8+,1,0
4359,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,71.0,4,696.0,696.0,696.0,10.0,3.0,2.0,run,4.0,-0.189401965821162,0,0,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
4388,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,6,67.0,4,655.0,655.0,655.0,10.0,3.0,2.0,run,24.0,1.72390486509539,1,1,0,0,Medium (4-6),Own Territory,0,Leading by 8+,0,0
4415,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,43.0,4,610.0,610.0,610.0,10.0,3.0,2.0,run,13.0,0.821431179880165,1,0,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
4437,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,30.0,4,568.0,568.0,568.0,10.0,3.0,2.0,run,8.0,0.583727366640233,1,1,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
4464,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,2,22.0,4,529.0,529.0,529.0,10.0,3.0,2.0,run,2.0,0.0054024289129301,1,0,0,0,Short (1-3),Plus Territory,0,Leading by 8+,0,1
4486,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,20.0,4,488.0,488.0,488.0,10.0,3.0,2.0,run,-7.0,-1.52642414160073,0,0,0,0,Long (7-10),Red Zone,1,Leading by 8+,0,0
4508,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,17,27.0,4,445.0,445.0,445.0,10.0,2.0,2.0,run,1.0,-0.431068512378261,0,0,0,0,Very Long (11+),Plus Territory,0,Leading by 8+,0,0
4537,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,16,26.0,4,405.0,405.0,405.0,10.0,2.0,2.0,pass,18.0,2.62806319614174,1,1,0,0,Very Long (11+),Plus Territory,0,Leading by 8+,1,0
4562,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,8,8.0,4,359.0,359.0,359.0,10.0,2.0,2.0,run,7.0,0.833373477449641,1,0,0,1,Long (7-10),Red Zone,1,Leading by 8+,0,0
4590,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,1,1.0,4,337.0,337.0,337.0,10.0,2.0,2.0,run,1.0,0.790783801639918,1,0,0,1,Short (1-3),Red Zone,1,Leading by 8+,0,1
4652,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,70.0,4,333.0,333.0,333.0,-17.0,2.0,2.0,pass,15.0,0.859205884160474,1,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4677,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,55.0,4,311.0,311.0,311.0,-17.0,2.0,2.0,pass,7.0,0.30794292408973,1,1,1,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
4702,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,3,48.0,4,290.0,290.0,290.0,-17.0,2.0,2.0,pass,6.0,0.548032866849098,1,1,1,0,Short (1-3),Plus Territory,0,Trailing by 8+,0,1
4727,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,42.0,4,269.0,269.0,269.0,-17.0,2.0,2.0,pass,0.0,-0.516479904414155,0,1,1,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
4753,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,10,42.0,4,265.0,265.0,265.0,-17.0,2.0,2.0,pass,0.0,-4.50237699941499,0,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
4785,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,64.0,4,259.0,259.0,259.0,17.0,2.0,2.0,run,36.0,2.06313937890809,1,1,0,0,Long (7-10),Own Territory,0,Leading by 8+,0,0
4807,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,28.0,4,210.0,210.0,210.0,17.0,2.0,2.0,run,3.0,-0.310557121934835,0,0,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
4829,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,7,25.0,4,168.0,168.0,168.0,17.0,2.0,2.0,run,0.0,-0.742487013863865,0,0,0,0,Long (7-10),Plus Territory,0,Leading by 8+,0,0
4862,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,3.0,7,25.0,4,161.0,161.0,161.0,17.0,2.0,1.0,run,12.0,1.40633152157534,1,1,0,0,Long (7-10),Plus Territory,0,Leading by 8+,1,0
4891,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,1.0,10,13.0,4,142.0,142.0,142.0,17.0,2.0,0.0,run,8.0,0.868762317637447,1,0,0,0,Long (7-10),Red Zone,1,Leading by 8+,0,0
4920,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,TB,NO,2.0,2,5.0,4,120.0,120.0,120.0,17.0,2.0,0.0,run,5.0,1.83636824559653,1,0,0,0,Short (1-3),Red Zone,1,Leading by 8+,0,1
4982,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,70.0,4,115.0,115.0,115.0,-24.0,0.0,2.0,pass,0.0,-0.370784827042371,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
5005,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,10,70.0,4,112.0,112.0,112.0,-24.0,0.0,2.0,pass,10.0,0.738582727324683,1,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
5030,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,60.0,4,92.0,92.0,92.0,-24.0,0.0,2.0,pass,3.0,-0.263124428165611,0,1,1,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
5060,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,7,57.0,4,87.0,87.0,87.0,-24.0,0.0,2.0,pass,0.0,-0.569526808918454,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,0,0
5083,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,3.0,7,57.0,4,82.0,82.0,82.0,-24.0,0.0,2.0,pass,2.0,-0.750499473302625,0,1,0,0,Long (7-10),Own Territory,0,Trailing by 8+,1,0
5108,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,4.0,5,55.0,4,55.0,55.0,55.0,-24.0,0.0,2.0,pass,25.0,2.82655226287898,1,1,1,0,Medium (4-6),Own Territory,0,Trailing by 8+,1,0
5167,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,1.0,10,21.0,4,28.0,28.0,28.0,-24.0,0.0,2.0,pass,3.0,-0.932921771367546,0,1,0,0,Long (7-10),Plus Territory,0,Trailing by 8+,0,0
5192,2024_06_TB_NO,2024,REG,6,2024-10-13,NO,TB,NO,TB,2.0,7,18.0,4,9.0,9.0,9.0,-24.0,0.0,2.0,pass,-4.0,-2.82566038635559,0,1,1,0,Long (7-10),Red Zone,1,Trailing by 8+,0,0
63,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,BAL,WAS,1.0,10,66.0,1,893.0,1793.0,3593.0,0.0,3.0,3.0,run,2.0,-0.343332816148177,0,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
85,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,BAL,WAS,2.0,8,64.0,1,858.0,1758.0,3558.0,0.0,3.0,3.0,pass,44.0,3.25196078850422,1,1,0,0,Long (7-10),Own Territory,0,Within 7 points,0,0
115,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,BAL,WAS,1.0,10,20.0,1,820.0,1720.0,3520.0,0.0,3.0,3.0,run,0.0,-0.459810183034279,0,0,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
137,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,BAL,WAS,2.0,10,20.0,1,778.0,1678.0,3478.0,0.0,3.0,3.0,pass,0.0,-7.1171682914719,0,1,0,0,Long (7-10),Red Zone,1,Within 7 points,0,0
164,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,WAS,BAL,1.0,10,49.0,1,767.0,1667.0,3467.0,0.0,3.0,3.0,run,5.0,0.019404653692618,1,1,0,0,Long (7-10),Plus Territory,0,Within 7 points,0,0
193,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,WAS,BAL,2.0,5,44.0,1,743.0,1643.0,3443.0,0.0,3.0,3.0,pass,4.0,0.129839777946472,1,1,1,0,Medium (4-6),Plus Territory,0,Within 7 points,0,0
218,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,WAS,BAL,3.0,1,40.0,1,707.0,1607.0,3407.0,0.0,3.0,3.0,pass,24.0,2.0241891258629,1,1,1,0,Short (1-3),Plus Territory,0,Within 7 points,1,1
243,2024_06_WAS_BAL,2024,REG,6,2024-10-13,BAL,WAS,WAS,BAL,1.0,10,16.0,1,677.0,1577.0,3377.0,0.0,3.0,3.0,run,0.0,-0.491716313816141,0,1,1,0,Long (7-10),Red Zone,1,Within 7 points,0,0
